id,tier,tierLabel,name,prototype,excluded,status,size,filePath,imageUrl,note
30,2,Ⅱ阶,调香师,,false,ok,30429,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\030_Ⅱ阶_调香师.png,https://media.prts.wiki/6/6a/%E5%A4%B4%E5%83%8F_%E8%B0%83%E9%A6%99%E5%B8%88.png?v=s29o00qkgo6n7236nretpq1l90s02rq,
31,2,Ⅱ阶,拉普兰德,,false,ok,35267,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\031_Ⅱ阶_拉普兰德.png,https://media.prts.wiki/b/bf/%E5%A4%B4%E5%83%8F_%E6%8B%89%E6%99%AE%E5%85%B0%E5%BE%B7.png?v=9udtr14uwjuni4kb62zj5hrim0ont1u,
32,2,Ⅱ阶,折桠,,false,ok,57439,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\032_Ⅱ阶_折桠.png,https://media.prts.wiki/a/a0/%E5%A4%B4%E5%83%8F_%E6%8A%98%E6%A1%A0.png?v=4e3p8d74e19eqfk8uuoue4vigm21gve,
33,2,Ⅱ阶,灰毫,,false,ok,44700,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\033_Ⅱ阶_灰毫.png,https://media.prts.wiki/2/21/%E5%A4%B4%E5%83%8F_%E7%81%B0%E6%AF%AB.png?v=0rxtmreco7h44mzyqa7mdssbjxy82qv,
34,2,Ⅱ阶,锡人,,false,ok,47050,D:\大黄算法？？？\卫戍协议干员头像包\02_II阶\034_Ⅱ阶_锡人.png,https://media.prts.wiki/a/a1/%E5%A4%B4%E5%83%8F_%E9%94%A1%E4%BA%BA.png?v=fnmryi3b4q6qb8efqlcp10j6dx3ogz9,
35,3,Ⅲ阶,能天使,预备干员-狙击(卫戍协议),false,ok,35350,D:\大黄算法？？？\卫戍协议干员头像包\03_III阶\035_Ⅲ阶_能天使.png,https://media.prts.wiki/a/ad/%E5%A4%B4%E5%83%8F_%E8%83%BD%E5%A4%A9%E4%BD%BF.png?v=6oajxz9unrq9putp88cfdgqbtlz8rzj,
36,3,Ⅲ阶,断崖,,false,ok,46832,D:\大黄算法？？？\卫戍协议干员头像包\03_III阶\036_Ⅲ阶_断崖.png,https://media.prts.wiki/e/ea/%E5%A4%B4%E5%83%8F_%E6%96%AD%E5%B4%96.png?v=6i5xjtb7vlozqiklcp7mbfbryriuexm,
37,3,Ⅲ阶,诗怀雅,,false,ok,36349,D:\大黄算法？？？\卫戍协议干员头像包\03_III阶\037_Ⅲ阶_诗怀雅.png,https://media.prts.wiki/5/50/%E5%A4%B4%E5%83%8F_%E8%AF%97%E6%80%80%E9%9B%85.png?v=roecpn5dyor5x8gt1hd0emaafvz3uxh,
38,3,Ⅲ阶,琳琅诗怀雅,预备干员-医疗(卫戍协议),false,ok,59359,D:\大黄算法？？？\卫戍协议干员头像包\03_III阶\038_Ⅲ阶_琳琅诗怀雅.png,https://media.prts.wiki/7/74/%E5%A4%B4%E5%83%8F_%E7%90%B3%E7%90%85%E8%AF%97%E6%80%80%E9%9B%85.png?v=dstb5xs0cf1o2vfwfvmhs4q4lbctqyb,
39,3,Ⅲ阶,斯卡蒂,预备干员-近卫(卫戍协议),false,ok,35138,D:\大黄算法？？？\卫戍协议干员头像包\03_III阶\039_Ⅲ阶_斯卡蒂.png,https://media.prts.wiki/5/53/%E5%A4%B4%E5%83%8F_%E6%96%AF%E5%8D%A1%E8%92%82.png?v=p5pzx4b9ugsdvnrmdeub5903cainr40,
